emp_no,last_name,gender,first_name,salary,to_date
15087,Ushiama,F,Chirstian,40000,9999-01-01
15089,Coney,F,Giri,48594,9999-01-01
15092,Bahi,F,Remmert,40000,9999-01-01
15102,Axelband,F,Luigi,40374,9999-01-01
15105,Itzigehl,M,Sudhanshu,75800,9999-01-01
14942,Benveniste,M,Heon,40000,9999-01-01
14949,Reinhart,F,Insup,44930,9999-01-01
15114,Honglei,M,Pantung,40000,9999-01-01
14954,Magliocco,F,Fox,43510,9999-01-01
14971,Simmen,M,Fan,55187,9999-01-01
14983,Pouyioutas,M,Hyuckchul,86754,9999-01-01
15134,Luiz,F,Arun,62752,9999-01-01
14993,Koblitz,M,Sanjay,45407,9999-01-01
15145,Servieres,M,Haldon,51443,9999-01-01
15193,Schach,M,Neelam,47039,9999-01-01
15151,Pouyioutas,F,Urs,61253,9999-01-01
15196,Duclos,M,Souichi,55824,9999-01-01
15176,Sankaranarayanan,M,Charlene,98401,9999-01-01
15202,Irland,M,Pranay,40000,9999-01-01
15208,Shokrollahi,F,Sudharsan,44109,9999-01-01
15218,Conry,M,Shuky,44614,9999-01-01
15228,Salvesen,M,Mona,40000,9999-01-01
15230,Suessmith,F,Keiichiro,70187,9999-01-01
15369,Penttonen,F,Premal,81954,9999-01-01
15370,Nilsson,F,Chuanyi,67631,9999-01-01
15234,Zhiwei,F,Jouko,47654,9999-01-01
15372,Broder,M,Nahum,79245,9999-01-01
15375,Manders,F,Shuho,65920,9999-01-01
15237,Sadowsky,M,Reinhard,40000,9999-01-01
15377,Aumann,M,Shugo,50274,9999-01-01
15243,Famili,F,Mountaz,41015,9999-01-01
15382,Siegrist,M,Alassane,66083,9999-01-01
15248,Baar,M,Edwin,64696,9999-01-01
15392,Markovitch,M,Pradeep,55638,9999-01-01
15253,Pardalos,M,Ayonca,40396,9999-01-01
15269,Reghbati,F,Eric,60930,9999-01-01
15408,Penttonen,F,Maik,40000,9999-01-01
15410,Kushner,F,Wilmer,58123,9999-01-01
15271,Bernardeschi,F,Shiv,88026,9999-01-01
15412,Thiria,M,Huai,62190,9999-01-01
15292,Lammel,M,Miyeon,87586,9999-01-01
15324,Lunn,M,Ziya,40000,9999-01-01
15438,Munoz,F,Constantijn,43326,9999-01-01
15441,Weisert,F,Arvind,40000,9999-01-01
15452,Weedman,M,Kazuhira,40000,9999-01-01
15454,Cesareni,F,Hongzue,57571,9999-01-01
15329,Openshaw,F,Fan,41839,9999-01-01
15330,Chinal,M,Jaroslava,53020,9999-01-01
15470,Huhdanpaa,M,Weiwu,40693,9999-01-01
15337,Radivojevic,M,Masaru,40000,9999-01-01
15474,Plumb,M,Gilbert,90430,9999-01-01
15479,Soicher,M,Zhenbing,40000,9999-01-01
15343,Luce,F,Chaosheng,48936,9999-01-01
15480,Trogemann,M,Kwok,47645,9999-01-01
15354,Nyrup,M,Chikara,40782,9999-01-01
15365,Schiettecatte,M,Mikhail,41309,9999-01-01
15563,Zykh,M,Constantino,56239,9999-01-01
15504,Alpin,M,Kasturi,40000,9999-01-01
15505,Mikschl,F,Collette,56848,9999-01-01
15510,Sethi,M,Inderjeet,48661,9999-01-01
15511,Kowalchuk,F,George,76880,9999-01-01
15565,Muchinsky,M,True,73532,9999-01-01
15566,Azuma,M,Baoqiu,61655,9999-01-01
15518,Valtorta,F,Uno,55563,9999-01-01
15600,Perna,M,Mack,40000,9999-01-01
15525,Cherinka,M,Masadi,40000,9999-01-01
15534,Grabner,F,Guozhong,63090,9999-01-01
15601,Anily,F,Carrsten,83263,9999-01-01
15651,Iwayama,F,Huan,50313,9999-01-01
15543,Staelin,F,Mingdong,40000,9999-01-01
15548,Caine,M,Sanjai,48171,9999-01-01
15656,Schaaf,M,Mohammad,66141,9999-01-01
15682,Przulj,M,Hiroyasu,40000,9999-01-01
15739,Bahr,F,Poorav,54605,9999-01-01
15740,Pocchiola,M,Stepehn,57994,9999-01-01
15687,Ambroszkiewicz,M,Dekang,62333,9999-01-01
15703,Hanratty,M,Chenye,40000,9999-01-01
15750,Bresenham,M,Arumugam,40000,9999-01-01
15708,Kushnir,F,Reuven,85063,9999-01-01
15714,Bala,F,Troy,40000,9999-01-01
15765,Taubenfeld,F,Tonny,40000,9999-01-01
15767,Broomell,M,Baocai,40000,9999-01-01
15715,Ibel,F,Insup,40000,9999-01-01
15769,Oskamp,M,Pranay,61575,9999-01-01
15726,Parascandalo,M,Zhilian,70522,9999-01-01
15934,Shinomoto,F,Kensyu,50454,9999-01-01
15788,Deyuan,M,Taegyun,53521,9999-01-01
15799,Gelosh,M,Manton,64458,9999-01-01
15809,Antonisse,M,Mingsen,50619,9999-01-01
15938,Covnot,F,Garnik,69499,9999-01-01
15942,Rosca,M,Murthy,50486,9999-01-01
15819,Rajcani,M,Magdalena,63847,9999-01-01
15943,Demke,M,Yakkov,40000,9999-01-01
15821,Antonakopoulos,M,Aleksander,40000,9999-01-01
15945,Larfeldt,M,Hauke,57717,9999-01-01
15948,Versino,F,Karoline,40000,9999-01-01
15955,Dratva,F,Yuguang,45283,9999-01-01
15971,Aloia,M,Arumugam,42963,9999-01-01
15846,Litecky,M,Bowen,40000,9999-01-01
15977,Ballarin,M,King,44282,9999-01-01
15861,Anido,F,Gio,50890,9999-01-01
15978,Wielonsky,F,Kaijung,40000,9999-01-01
15993,Peir,M,Yoshimitsu,45611,9999-01-01
15866,Seiwald,M,Angel,40000,9999-01-01
15869,Bala,M,Guoxiang,40000,9999-01-01
16000,Demos,F,Marek,40000,9999-01-01
15876,Vakili,F,Munehiro,51140,9999-01-01
15877,Kroll,M,Yannik,40000,9999-01-01
16018,Papadias,M,Boutros,52560,9999-01-01
15880,Dechter,M,Miquel,40000,9999-01-01
15889,Azumi,M,Sasan,63393,9999-01-01
16019,Heystek,F,Chaoyi,40000,9999-01-01
15892,Pettis,F,Lunjin,60367,9999-01-01
16025,Luce,F,Doowon,84433,9999-01-01
16028,Takkinen,F,JiYoung,53714,9999-01-01
15901,Fargier,F,Marsja,40000,9999-01-01
15902,Stille,F,Kazuhide,40000,9999-01-01
16033,Spelt,F,Wayne,40000,9999-01-01
15905,Petersohn,F,DeForest,47421,9999-01-01
16052,Rodham,F,Maria,40000,9999-01-01
15911,Viele,M,Shaibal,45602,9999-01-01
16066,Penn,F,Marsha,74757,9999-01-01
16068,Zongker,M,Leandro,53031,9999-01-01
16076,Ebeling,M,Marko,47061,9999-01-01
16077,Heemskerk,F,Kannan,49020,9999-01-01
16086,Denos,M,Mohammad,42903,9999-01-01
16094,Rosar,M,Berto,40000,9999-01-01
16099,Ferretti,M,Mohan,40000,9999-01-01
16126,Crabtree,M,Tse,68863,9999-01-01
16324,Bazzichi,M,Billie,40000,9999-01-01
16130,Belinskaya,M,Kerryn,40000,9999-01-01
16134,Chaudhuri,F,Annemarie,40000,9999-01-01
16138,Krzyzanowski,M,Leucio,67593,9999-01-01
16154,Docker,M,Monique,40000,9999-01-01
16185,Winter,F,Marin,44003,9999-01-01
16192,Sigstam,M,Leandro,40000,9999-01-01
16201,Olano,M,Krassimir,53081,9999-01-01
16337,Schaad,M,Hironoby,40000,9999-01-01
16227,Vural,F,Hitomi,58619,9999-01-01
16229,Lanzelotte,F,Ronnie,40000,9999-01-01
16230,Babu,M,Ung,40000,9999-01-01
16341,Fendler,F,Boutros,40000,9999-01-01
16233,Baba,M,Sushant,54684,9999-01-01
16234,Basart,F,Jacopo,40000,9999-01-01
16355,Luca,M,Nikolaos,80403,9999-01-01
16364,Gini,M,Yifei,73503,9999-01-01
16246,Masaki,M,Makato,40000,9999-01-01
16252,Mattern,F,Carrsten,64982,9999-01-01
16365,Mellouli,F,Janalee,40000,9999-01-01
16377,Stanger,M,Duri,62147,9999-01-01
16266,Sethi,M,Mikhail,57642,9999-01-01
16380,Chleq,M,Zhilian,42820,9999-01-01
16272,Zeleznik,M,Shuho,40000,9999-01-01
16274,Navazio,M,Sadun,65521,9999-01-01
16382,Talmon,M,Chaoyi,66986,9999-01-01
16383,Czap,F,Lidong,55977,9999-01-01
16388,Georgatos,M,Subhankar,40000,9999-01-01
16397,Cusworth,F,Shimshon,66757,9999-01-01
16398,Krzyzanowski,M,Limsoon,71254,9999-01-01
16399,Collette,F,Apostol,59384,9999-01-01
16404,Rabehasaina,M,Rafols,45689,9999-01-01
16479,Eiter,M,Jixiang,62446,9999-01-01
16412,Tokunaga,F,Moss,66524,9999-01-01
16486,Perin,M,Sanjay,57496,9999-01-01
16487,Yemenis,M,Arunas,73302,9999-01-01
16425,Beerel,M,Idoia,53045,9999-01-01
16490,Thiria,M,Muzhong,85462,9999-01-01
16491,Radwan,M,Emdad,40000,9999-01-01
16438,Demeyer,M,Abdulla,52449,9999-01-01
16504,Cromarty,F,Mong,40000,9999-01-01
16446,Chinin,M,Jouko,94600,9999-01-01
16510,Vecchio,M,Mototsugu,40000,9999-01-01
16447,Savasere,F,Zhiguo,40000,9999-01-01
16448,Zwicker,M,Tsvetan,76979,9999-01-01
16453,Basart,M,Goncalo,47433,9999-01-01
16537,Seiwald,M,Weidon,40000,9999-01-01
16471,Birta,M,Bogdan,44976,9999-01-01
16539,Fetvedt,M,Gretta,40000,9999-01-01
16546,Lanphier,M,Sangeeta,47819,9999-01-01
16672,Peris,M,Georgi,55265,9999-01-01
16549,Thibadeau,M,Olivera,60531,9999-01-01
16551,Ranon,M,Sadegh,82980,9999-01-01
16556,Hiltgen,M,Mostafa,53954,9999-01-01
16567,Senzako,M,Hein,40000,9999-01-01
16674,Takanami,M,Duke,40000,9999-01-01
16679,Cummings,F,Domenick,40000,9999-01-01
16570,Matzen,F,Uta,46162,9999-01-01
16683,Ghandeharizadeh,F,Hatem,60120,9999-01-01
16716,Zumaque,F,Ramachenga,54270,9999-01-01
16580,Valiente,F,Masaru,40000,9999-01-01
16719,Benantar,M,Sasan,40000,9999-01-01
16607,Honglei,F,Vishwani,54558,9999-01-01
16723,Randt,F,Mohd,56932,9999-01-01
16729,Broomell,M,Kirk,51318,9999-01-01
16619,Boguraev,F,Arvind,40000,9999-01-01
16731,Versino,M,Domenico,48868,9999-01-01
16759,Masaki,M,Vojin,40000,9999-01-01
16799,Bamford,M,Shigeichiro,54405,9999-01-01
16657,Heyers,M,Yongdong,63463,9999-01-01
16658,Soicher,M,Florian,50917,9999-01-01
16801,Strooper,M,Gila,48932,9999-01-01
16803,Rohrbach,M,Ziva,50968,9999-01-01
16806,Dayana,M,Sreekrishna,72405,9999-01-01
16808,Katiyar,M,Kiyokazu,87215,9999-01-01
16851,Stasinski,M,Leon,51771,9999-01-01
17041,Montemayor,F,Nishit,40492,9999-01-01
16852,Fontet,F,Yefim,48864,9999-01-01
16862,Eppinger,M,JiYoung,40000,9999-01-01
16864,Gecsel,M,Candido,50361,9999-01-01
16869,Huttel,M,Yakkov,40000,9999-01-01
16871,Stiles,M,Munir,55303,9999-01-01
16875,Radhakrishnan,M,Nikolaos,40000,9999-01-01
17046,Kornyak,F,Fay,44955,9999-01-01
17048,Murthy,M,Christoph,46913,9999-01-01
17055,Wixon,M,Marin,46654,9999-01-01
16880,Bresenham,M,Honesty,40000,9999-01-01
17063,Thiran,M,Anoosh,91391,9999-01-01
17066,Ruther,M,Heping,59260,9999-01-01
16897,Ebeling,M,Charlene,57244,9999-01-01
17068,Gopalakrishnan,F,Bodh,40000,9999-01-01
17072,Bala,M,Richara,40000,9999-01-01
16910,Botman,M,Kazunori,57230,9999-01-01
17076,Hitomi,M,Gudjon,60092,9999-01-01
16919,Yurov,F,Tesuya,40184,9999-01-01
17078,Hinsberger,M,Gill,44442,9999-01-01
16921,Yeung,M,Evgueni,71025,9999-01-01
17081,Murtafg,F,Weiru,40846,9999-01-01
17089,Erman,F,Rafail,67779,9999-01-01
17098,Gelosh,F,Xuedong,40000,9999-01-01
17101,Compeau,M,Sandeepan,40173,9999-01-01
17102,Garnick,F,Radhika,89793,9999-01-01
16954,Apsitis,M,Akhilish,47943,9999-01-01
17103,Feldmann,M,Takahiro,48187,9999-01-01
16955,Marrakchi,M,Sangeeta,74715,9999-01-01
17120,Polupanov,M,Yifei,40000,9999-01-01
17125,Zweizig,M,Akhilish,40000,9999-01-01
16969,Braccini,F,Sanjit,49377,9999-01-01
17126,Schapire,F,Matk,40000,9999-01-01
17143,Munke,M,Ziyad,40000,9999-01-01
16986,Gecseg,M,Hirochika,61653,9999-01-01
16988,Peron,M,Xiong,47878,9999-01-01
17146,Barbanera,F,Aemilian,65674,9999-01-01
17158,Vecchio,F,Danai,48426,9999-01-01
16993,Dahlbom,M,Hongzue,57751,9999-01-01
16999,Sadowsky,F,Bezalel,40000,9999-01-01
17159,Mitchem,F,Quingbo,56346,9999-01-01
17160,Montemayor,F,Shay,49824,9999-01-01
17163,Papsdorf,M,Yurii,47086,9999-01-01
17199,Guardalben,M,Vasilis,40000,9999-01-01
17012,Petereit,M,Valdiodio,40000,9999-01-01
17018,Tasistro,F,Berhard,40000,9999-01-01
17024,Siepmann,F,Ewing,58181,9999-01-01
17215,Langford,M,Junichi,47977,9999-01-01
17412,Vilarrasa,F,Leni,43480,9999-01-01
17220,Panwar,F,Lorien,45404,9999-01-01
17436,Munawer,M,Chirstian,79815,9999-01-01
17222,Muchinsky,M,Leen,54882,9999-01-01
17235,Rissanen,M,Ronnie,40000,9999-01-01
17448,Belinskaya,F,Makato,40728,9999-01-01
17236,Merro,F,Matk,75541,9999-01-01
17245,Milicia,F,Neven,81426,9999-01-01
17468,Irland,F,Abdelghani,59122,9999-01-01
17470,Lichtner,M,Genevieve,60901,9999-01-01
17260,Famili,F,Abdulah,40000,9999-01-01
17472,Verhoeff,M,Murthy,40000,9999-01-01
17277,Hopewell,M,Arnd,40000,9999-01-01
17280,Merle,F,Xuejia,69670,9999-01-01
17285,Weiland,F,Mario,55174,9999-01-01
17294,Pietrzykowski,M,Shrikanth,43785,9999-01-01
17326,Ramsay,F,Arumugam,40000,9999-01-01
17327,Gihr,M,Yongmin,50152,9999-01-01
17329,Tyugu,M,Shaunak,58239,9999-01-01
17336,Chaudhuri,M,Shigenori,71761,9999-01-01
17339,Mullainathan,F,Fan,58306,9999-01-01
17487,Staudhammer,F,Gully,40000,9999-01-01
17340,Brookman,M,Yurii,65863,9999-01-01
17352,Katiyar,M,Muneo,71029,9999-01-01
17355,Weisert,F,Mingzeng,40000,9999-01-01
17489,Vigier,M,Karlis,48368,9999-01-01
17500,Bratsberg,M,Jinya,44825,9999-01-01
17505,Moffat,F,Gunilla,63455,9999-01-01
17384,Nooteboom,M,Youngkon,55693,9999-01-01
17387,Serra,F,Shir,49554,9999-01-01
17512,Hofmeyr,F,Frederique,40000,9999-01-01
17396,Henders,F,Valeri,40000,9999-01-01
17397,Hardjono,F,Kenroku,40000,9999-01-01
17520,Keohane,F,Shahab,40000,9999-01-01
17539,Uhrik,F,Cathie,60576,9999-01-01
17544,Marletta,M,Kien,53927,9999-01-01
17552,Neiman,F,Pradeep,45663,9999-01-01
17586,Halevi,F,Lein,40000,9999-01-01
17556,Tsukuda,F,Makato,67047,9999-01-01
17559,Papastamatiou,M,Annemarie,53573,9999-01-01
17573,Deverell,M,Berthier,77659,9999-01-01
17576,Krybus,M,Behnaam,40000,9999-01-01
17582,Spieker,M,Kauko,44397,9999-01-01
17629,Winter,M,Mostafa,70592,9999-01-01
17584,Coorg,F,Emdad,40000,9999-01-01
17778,Matzov,M,Chirstian,40000,9999-01-01
17647,Swab,F,Vasilis,75896,9999-01-01
17657,Zucker,M,Thanasis,43935,9999-01-01
17791,Stifter,F,Matt,46451,9999-01-01
17674,Braccini,M,Adib,43044,9999-01-01
17677,Ramalingam,F,Mingdong,40000,9999-01-01
17683,Henders,F,Bernt,54891,9999-01-01
17798,Suessmith,M,Guangming,83096,9999-01-01
17688,Cincotta,F,Faiza,45880,9999-01-01
17807,Glowinski,M,Jianhua,40000,9999-01-01
17696,Kusalik,F,Feiyu,40000,9999-01-01
17699,Heping,F,Radhia,48618,9999-01-01
17815,Wissmann,M,Shuji,40000,9999-01-01
17704,Broomell,F,Vatsa,40000,9999-01-01
17705,Mellouli,M,Toshimo,50346,9999-01-01
17816,Kenevan,M,Toshimo,74497,9999-01-01
17711,Katiyar,F,Owen,49277,9999-01-01
17834,Fiutem,M,Zhilian,40000,9999-01-01
17716,Vitiello,M,Josyula,40000,9999-01-01
17728,Lienhardt,M,Tsuneo,57162,9999-01-01
17840,Sherertz,M,Tonny,66948,9999-01-01
17742,Cappelletti,M,Tru,52300,9999-01-01
17745,Schreiter,M,Hatem,40000,9999-01-01
17841,Ramaiah,F,Hilary,40000,9999-01-01
17849,Varker,F,Mandell,40000,9999-01-01
17869,Prochazka,F,Xiaocheng,40000,9999-01-01
17871,Hedayat,M,Ebbe,48561,9999-01-01
17874,Minakawa,M,Rutger,75424,9999-01-01
17891,Luiz,M,Isaac,44505,9999-01-01
17973,Beidas,M,Sanjit,51947,9999-01-01
17900,Belinskaya,M,Sakthirel,40000,9999-01-01
17907,Bernini,M,Kotesh,69291,9999-01-01
17986,Angelopoulos,M,Oguz,77587,9999-01-01
17916,Morrin,M,Sukumar,65572,9999-01-01
17995,Vickson,F,Oldrich,40000,9999-01-01
18006,Hanabata,F,Vidya,108512,9999-01-01
17925,Baezner,F,Adamantios,47958,9999-01-01
18013,Shanbhogue,F,Jiong,40000,9999-01-01
18016,Kaminger,M,Somnath,50136,9999-01-01
18018,Schrooten,M,Sasan,70282,9999-01-01
18020,Pelz,F,Adhemar,40000,9999-01-01
18155,Danlos,M,Dayanand,40000,9999-01-01
18030,Brookner,F,Jasminko,55277,9999-01-01
18065,Wroclawski,M,Chriss,52601,9999-01-01
18181,Beerel,F,Gregory,50366,9999-01-01
18075,Goodrum,M,Lein,44780,9999-01-01
18080,Rosar,F,Satyanarayana,40000,9999-01-01
18208,Irland,M,Demin,70916,9999-01-01
18099,Fendler,M,Kazuhiko,48187,9999-01-01
18108,Genin,M,Sanjai,76712,9999-01-01
18210,Radhakrishnan,M,Mabo,40000,9999-01-01
18212,Journel,F,Constantino,40000,9999-01-01
18123,Hitomi,M,Kristinn,40000,9999-01-01
18223,Mitchem,M,Gully,48598,9999-01-01
18130,Cairo,M,Claudi,40000,9999-01-01
18134,Pesch,M,Ult,70424,9999-01-01
18237,Tramer,M,Limsoon,40592,9999-01-01
18138,Baezner,M,Moni,62786,9999-01-01
18242,Demian,F,Shichao,62461,9999-01-01
18251,Panangaden,M,Alair,58297,9999-01-01
18261,Baak,M,Shridhar,40000,9999-01-01
18274,Karnin,F,Yefim,63753,9999-01-01
18333,Plesums,M,Munehiro,40520,9999-01-01
18297,Nastansky,M,Guther,56421,9999-01-01
18310,Dalton,F,Ioana,41095,9999-01-01
18316,Msuda,F,Hongzue,54186,9999-01-01
18375,Debuse,M,Gian,41562,9999-01-01
18376,Stranks,M,Wayne,50047,9999-01-01
18382,Mattern,F,Remko,57540,9999-01-01
18322,Lueh,M,Tonia,40000,9999-01-01
18393,Aseltine,M,Wuxu,40205,9999-01-01
18323,Tiemann,F,Oddvar,40000,9999-01-01
18511,Marzano,M,Pascal,40000,9999-01-01
18401,Itzfeldt,M,Vidya,59818,9999-01-01
18402,Ritzmann,F,Bernice,45396,9999-01-01
18532,Onuegbe,M,Joydip,52115,9999-01-01
18427,Qiwen,F,Kiyomitsu,65998,9999-01-01
18542,Anido,M,Tiina,48606,9999-01-01
18438,Iacovou,M,Chiradeep,41898,9999-01-01
18443,Swick,M,Florina,69107,9999-01-01
18547,Sankaranarayanan,M,Gladys,40000,9999-01-01
18448,Bazelow,M,Rosine,44353,9999-01-01
18450,Hoppenstand,M,Takahito,59963,9999-01-01
18454,Anido,M,Eric,64815,9999-01-01
18571,Flowers,M,Xinglin,70621,9999-01-01
18459,Kavanagh,F,Shuzo,40000,9999-01-01
18468,Cunliffe,F,Kirk,40000,9999-01-01
18573,Baca,F,Zongyan,88101,9999-01-01
18580,Bamford,M,Mabo,40000,9999-01-01
18478,Stranks,M,Mitsuyuki,40000,9999-01-01
18581,Ranai,F,Mitsuyuki,99867,9999-01-01
18663,Sridhar,F,Rafols,62505,9999-01-01
18503,Marletta,M,Mechthild,66668,9999-01-01
18701,Ratnakar,F,Mori,58282,9999-01-01
18706,Schicker,M,Debaprosad,47897,9999-01-01
18664,Akaboshi,F,Itzchak,55929,9999-01-01
18666,Baja,M,Hitofumi,69504,9999-01-01
18671,Nastansky,M,Shan,55188,9999-01-01
18725,Marchegay,F,Cullen,48904,9999-01-01
18728,Luft,F,Tzvetan,42857,9999-01-01
18673,Orlowski,M,Ohad,40000,9999-01-01
18770,Yurek,M,Fei,55686,9999-01-01
18771,Haraldson,F,Domenick,51637,9999-01-01
18775,Akazan,M,Shay,62152,9999-01-01
18784,Hempstead,F,Pohua,48213,9999-01-01
18786,Veevers,M,Guozhong,40000,9999-01-01
18789,Domenig,F,Reinhold,61935,9999-01-01
18790,Rahier,F,Florina,41481,9999-01-01
18799,Lunn,M,Kshitij,42095,9999-01-01
18806,Petereit,M,Akhilish,59955,9999-01-01
18809,Munoz,M,Laurentiu,63500,9999-01-01
18811,Oxenboll,F,Cheong,59977,9999-01-01
18679,Lambe,F,Roded,80953,9999-01-01
18817,Xiaoshan,M,Kristin,40000,9999-01-01
18888,Stassinopoulos,F,Sajjan,40562,9999-01-01
18833,Majewski,M,Roded,46611,9999-01-01
18835,Lieblein,M,Uwe,40000,9999-01-01
18890,Litecky,F,Pasqua,43372,9999-01-01
18919,Stille,F,Remco,63564,9999-01-01
18866,Hettesheimer,M,Fumiyo,56470,9999-01-01
18921,Radwan,M,Maren,73112,9999-01-01
18927,Msuda,M,Muneo,40000,9999-01-01
18933,Panienski,F,Barun,47862,9999-01-01
18943,Rando,F,Anneli,54916,9999-01-01
18946,Warwick,M,Gio,40000,9999-01-01
19076,Ferretti,M,Hein,40000,9999-01-01
18955,Flexer,F,Ziya,60604,9999-01-01
18979,Fujisawa,M,Girolamo,76060,9999-01-01
19089,Ellozy,M,Badri,64741,9999-01-01
19109,Denis,M,Jenwei,46911,9999-01-01
19114,Pietracaprina,F,Jayson,71920,9999-01-01
18980,Kawashimo,F,Weiye,56699,9999-01-01
19120,Qiwen,F,Giri,49416,9999-01-01
18986,Babu,M,Pintsang,55714,9999-01-01
19129,Jiafu,F,Bowen,40000,9999-01-01
18989,Quittner,M,Goh,53559,9999-01-01
19134,Bakhtari,M,Seongbin,89672,9999-01-01
18994,Mitsuhashi,M,Leszek,69135,9999-01-01
19147,Bennis,M,Chaitali,76197,9999-01-01
19006,Hempstead,F,Martina,40000,9999-01-01
19151,Peral,M,Jeanne,40000,9999-01-01
19154,Denna,M,Inderjeet,40000,9999-01-01
19160,Jervis,F,Tetsurou,72108,9999-01-01
19162,Fadgyas,M,Chinho,40000,9999-01-01
19012,Panangaden,M,Gal,56894,9999-01-01
19014,Danecki,F,Jiafu,49781,9999-01-01
19027,Nanard,M,Ferdinand,46182,9999-01-01
19192,Schusler,M,Yinlin,56767,9999-01-01
19029,Jiang,M,Khosrow,40000,9999-01-01
19201,Sommen,M,Arto,85848,9999-01-01
19205,Sinitsyn,F,Moto,93690,9999-01-01
19031,Pollock,F,Rosella,86266,9999-01-01
19206,Pellegrinelli,F,Wanqing,71889,9999-01-01
19209,Encarnacion,M,Berhard,40000,9999-01-01
19035,Bellone,F,Fuqing,45728,9999-01-01
19036,Vesna,M,Sampalli,61331,9999-01-01
19037,Bernardeschi,M,Lucien,40000,9999-01-01
19042,Levergood,F,Rosita,40000,9999-01-01
19244,Vitiello,M,Guenter,51173,9999-01-01
19048,Radhakrishnan,F,Nikolaus,64540,9999-01-01
19249,Iivonen,M,Saniya,40000,9999-01-01
19049,Picht,M,Breannda,40000,9999-01-01
19051,Cappello,M,Marek,70956,9999-01-01
19453,Buescher,M,Baoqiu,40000,9999-01-01
19256,Riexinger,M,Rosita,40000,9999-01-01
19259,Pelc,F,Anoosh,47060,9999-01-01
19268,Papastamatiou,M,Adit,40000,9999-01-01
19454,Hutter,F,Taisook,40000,9999-01-01
19467,Ecklund,M,Mitchel,40000,9999-01-01
19294,Schoegge,M,IEEE,40000,9999-01-01
19487,Cannane,M,Huiqun,64256,9999-01-01
19310,Guerreiro,M,Bouchung,55989,9999-01-01
19318,Halevi,F,Xianlong,55717,9999-01-01
19328,Smeets,F,Yannik,40000,9999-01-01
19329,Marletta,F,Alair,48046,9999-01-01
19488,Perly,M,Maris,45504,9999-01-01
19332,Khamsi,F,Changho,66487,9999-01-01
19333,Schrooten,F,Sanjeeva,44724,9999-01-01
19493,Tramer,F,Caolyn,59120,9999-01-01
19335,Khalid,F,Susanta,40000,9999-01-01
19501,Baranowski,M,Kokou,72030,9999-01-01
19503,Papsdorf,M,Jaana,43939,9999-01-01
19511,Fujisaki,F,Jamaludin,69281,9999-01-01
19353,Schaar,M,Mayumi,58474,9999-01-01
19356,Prenel,F,Masato,51642,9999-01-01
19515,Gurbaxani,F,Keiichiro,79297,9999-01-01
19518,Vieri,F,Genta,48762,9999-01-01
19543,Perl,M,Chaitali,55814,9999-01-01
19381,Holburn,F,Xiahua,82438,9999-01-01
19393,Back,F,Boaz,52070,9999-01-01
19394,Bahl,M,Charmane,70830,9999-01-01
19397,Diderrich,F,Arnd,46492,9999-01-01
19546,Penz,M,Kwan,40000,9999-01-01
19565,Riesenhuber,M,Zito,40000,9999-01-01
19406,Lindenbaum,F,Sakthirel,49576,9999-01-01
19419,Bernardeschi,F,Palash,52164,9999-01-01
19422,Budinsky,F,Florian,48435,9999-01-01
19425,Pettey,M,Xuejia,53627,9999-01-01
19580,Tagansky,M,Stein,82037,9999-01-01
19583,Veccia,M,Edwin,64800,9999-01-01
19586,Minakawa,F,Hirochika,40000,9999-01-01
19602,Olivero,M,Sandeepan,51525,9999-01-01
19621,Albarhamtoshy,M,Radhakrishnan,40000,9999-01-01
19624,Wolniewicz,F,Younwoo,49259,9999-01-01
19612,Erdmenger,M,Chenxi,83131,9999-01-01
19629,Matzke,M,Stepehn,81751,9999-01-01
19633,Nourani,F,Tayeb,40000,9999-01-01
19634,Etalle,F,Phuoc,50862,9999-01-01
19637,Papastamatiou,M,Dipayan,45831,9999-01-01
19639,Terlouw,M,Sibyl,40000,9999-01-01
19640,Francisci,M,Tonny,71369,9999-01-01
19616,Uchoa,M,Niranjan,45859,9999-01-01
19644,Isaac,M,Jackson,53423,9999-01-01
19617,Landherr,M,Mircea,43394,9999-01-01
19653,Crooks,M,Gay,40000,9999-01-01
19814,Rosaz,F,Subhrajyoti,40000,9999-01-01
19661,Speckmann,F,Sangeeta,40000,9999-01-01
19663,Navazio,M,Sverrir,74026,9999-01-01
19665,Zielinski,F,Khalid,63601,9999-01-01
19667,Matzel,F,Munenori,52876,9999-01-01
19669,Honiden,F,Shem,68024,9999-01-01
19674,Varley,F,Mart,40000,9999-01-01
19675,Herath,M,Isamu,90306,9999-01-01
19826,Christ,M,Fox,53382,9999-01-01
19678,Plotkin,M,Xiping,40000,9999-01-01
19828,Maliniak,M,Dannz,48504,9999-01-01
19839,Hempstead,F,Tadahiro,40424,9999-01-01
19841,Straney,M,Adil,49999,9999-01-01
19708,Biros,M,Ortrud,49169,9999-01-01
19709,Asmuth,M,Xiaopeng,62904,9999-01-01
19712,Litzler,M,Kristine,40000,9999-01-01
19843,Peir,M,Mohamadou,84534,9999-01-01
19720,Maksimenko,M,Kwangyoen,40000,9999-01-01
19849,Serre,M,Weicheng,69889,9999-01-01
19723,Magalhaes,F,Xuejun,54056,9999-01-01
19724,Hasham,F,Visit,69399,9999-01-01
19728,Ramsey,F,Candido,78721,9999-01-01
19737,Cools,F,Harngdar,86017,9999-01-01
19738,Sury,M,Giri,74083,9999-01-01
